ParticipantID                       , ParticipantIdentifier, Timestamp           , ContentVersion, NotificationIdentifier, NotificationType, Recipients       , StatusCode, TargetCustomField, RecipientOverride
91b27b68-9045-4460-9bbe-419262a86d9b, P0008                , 2026-01-09T21:35:37Z,              4, 1M_SURVEY_REMINDER_1  , Email           , p0008@example.org, Succeeded ,                  , 
91b27b68-9045-4460-9bbe-419262a86d9b, P0008                , 2026-03-10T20:35:37Z,              1, 3M_SURVEY_REMINDER_1  , SMS             , p0008@example.org, Succeeded ,                  , 
91b27b68-9045-4460-9bbe-419262a86d9b, P0008                , 2026-03-11T20:35:37Z,              1, 3M_SURVEY_REMINDER_2  , SMS             , p0008@example.org, Succeeded ,                  , 
91b27b68-9045-4460-9bbe-419262a86d9b, P0008                , 2026-03-12T20:35:37Z,              1, 3M_SURVEY_REMINDER_3  , SMS             , p0008@example.org, Succeeded ,                  , 
91b27b68-9045-4460-9bbe-419262a86d9b, P0008                , 2026-04-09T20:35:37Z,              2, 4_6M_SURVEY_REMINDER_1, Push            , p0008@example.org, Succeeded ,                  , 
82a8198d-1793-4396-ad37-a404feb213b0, P0009                , 2025-03-29T05:09:46Z,              1, 24H_SURVEY_REMINDER_1 , Email           , p0009@example.org, Succeeded ,                  , 
82a8198d-1793-4396-ad37-a404feb213b0, P0009                , 2025-04-05T05:09:46Z,              5, 7D_SURVEY_REMINDER_1  , Email           , p0009@example.org, Succeeded ,                  , 
82a8198d-1793-4396-ad37-a404feb213b0, P0009                , 2025-04-06T05:09:46Z,              4, 7D_SURVEY_REMINDER_2  , Email           , p0009@example.org, Succeeded ,                  , 
82a8198d-1793-4396-ad37-a404feb213b0, P0009                , 2025-04-28T05:09:46Z,              1, 1M_SURVEY_REMINDER_1  , Email           , p0009@example.org, Succeeded ,                  , 
82a8198d-1793-4396-ad37-a404feb213b0, P0009                , 2025-04-29T05:09:46Z,              3, 1M_SURVEY_REMINDER_2  , Email           , p0009@example.org, Succeeded ,                  , 
82a8198d-1793-4396-ad37-a404feb213b0, P0009                , 2025-04-30T05:09:46Z,              2, 1M_SURVEY_REMINDER_3  , Email           , p0009@example.org, Succeeded ,                  , 
82a8198d-1793-4396-ad37-a404feb213b0, P0009                , 2025-06-27T05:09:46Z,              2, 3M_SURVEY_REMINDER_1  , Push            , p0009@example.org, Succeeded ,                  , 
82a8198d-1793-4396-ad37-a404feb213b0, P0009                , 2025-06-28T05:09:46Z,              5, 3M_SURVEY_REMINDER_2  , Push            , p0009@example.org, Succeeded ,                  , 
82a8198d-1793-4396-ad37-a404feb213b0, P0009                , 2025-06-29T05:09:46Z,              5, 3M_SURVEY_REMINDER_3  , Push            , p0009@example.org, Succeeded ,                  , 
82a8198d-1793-4396-ad37-a404feb213b0, P0009                , 2025-08-10T05:09:46Z,              4, 4_6M_SURVEY_REMINDER_1, SMS             , p0009@example.org, Succeeded ,                  , 
86ed57a9-ebd1-47b8-8536-59c480407459, P0010                , 2025-12-15T01:12:25Z,              4, 24H_SURVEY_REMINDER_1 , SMS             , p0010@example.org, Succeeded ,                  , 
86ed57a9-ebd1-47b8-8536-59c480407459, P0010                , 2025-12-22T01:12:25Z,              2, 7D_SURVEY_REMINDER_1  , Push            , p0010@example.org, Succeeded ,                  , 
86ed57a9-ebd1-47b8-8536-59c480407459, P0010                , 2025-12-23T01:12:25Z,              1, 7D_SURVEY_REMINDER_2  , Push            , p0010@example.org, Succeeded ,                  , 
86ed57a9-ebd1-47b8-8536-59c480407459, P0010                , 2026-01-14T01:12:25Z,              3, 1M_SURVEY_REMINDER_1  , Push            , p0010@example.org, Succeeded ,                  , 
86ed57a9-ebd1-47b8-8536-59c480407459, P0010                , 2026-01-15T01:12:25Z,              1, 1M_SURVEY_REMINDER_2  , Push            , p0010@example.org, Succeeded ,                  , 
86ed57a9-ebd1-47b8-8536-59c480407459, P0010                , 2026-03-15T00:12:25Z,              3, 3M_SURVEY_REMINDER_1  , Push            , p0010@example.org, Succeeded ,                  , 
86ed57a9-ebd1-47b8-8536-59c480407459, P0010                , 2026-03-16T00:12:25Z,              2, 3M_SURVEY_REMINDER_2  , Push            , p0010@example.org, Succeeded ,                  , 
86ed57a9-ebd1-47b8-8536-59c480407459, P0010                , 2026-05-28T00:12:25Z,              1, 4_6M_SURVEY_REMINDER_1, Push            , p0010@example.org, Succeeded ,                  , 
4d721588-1a42-4782-89dd-16bd1baf26cf, P0011                , 2025-08-22T22:00:42Z,              4, 24H_SURVEY_REMINDER_1 , Email           , p0011@example.org, Succeeded ,                  , 
4d721588-1a42-4782-89dd-16bd1baf26cf, P0011                , 2025-08-29T22:00:42Z,              3, 7D_SURVEY_REMINDER_1  , Email           , p0011@example.org, Succeeded ,                  , 
4d721588-1a42-4782-89dd-16bd1baf26cf, P0011                , 2025-08-30T22:00:42Z,              5, 7D_SURVEY_REMINDER_2  , Email           , p0011@example.org, Succeeded ,                  , 
4d721588-1a42-4782-89dd-16bd1baf26cf, P0011                , 2025-09-21T22:00:42Z,              1, 1M_SURVEY_REMINDER_1  , SMS             , p0011@example.org, Succeeded ,                  , 
4d721588-1a42-4782-89dd-16bd1baf26cf, P0011                , 2025-11-20T23:00:42Z,              5, 3M_SURVEY_REMINDER_1  , Email           , p0011@example.org, Succeeded ,                  , 
4d721588-1a42-4782-89dd-16bd1baf26cf, P0011                , 2026-01-28T23:00:42Z,              3, 4_6M_SURVEY_REMINDER_1, Push            , p0011@example.org, Succeeded ,                  , 
4d721588-1a42-4782-89dd-16bd1baf26cf, P0011                , 2026-01-29T23:00:42Z,              3, 4_6M_SURVEY_REMINDER_2, Push            , p0011@example.org, Succeeded ,                  , 
4d721588-1a42-4782-89dd-16bd1baf26cf, P0011                , 2026-01-30T23:00:42Z,              4, 4_6M_SURVEY_REMINDER_3, Push            , p0011@example.org, Succeeded ,                  , 
6882d01f-d90c-4d57-89f1-f1bcf8663311, P0012                , 2025-08-30T20:39:06Z,              4, 24H_SURVEY_REMINDER_1 , Push            , p0012@example.org, Succeeded ,                  , 
6882d01f-d90c-4d57-89f1-f1bcf8663311, P0012                , 2025-09-06T20:39:06Z,              5, 7D_SURVEY_REMINDER_1  , SMS             , p0012@example.org, Succeeded ,                  , 
6882d01f-d90c-4d57-89f1-f1bcf8663311, P0012                , 2025-09-07T20:39:06Z,              1, 7D_SURVEY_REMINDER_2  , SMS             , p0012@example.org, Succeeded ,                  , 
6882d01f-d90c-4d57-89f1-f1bcf8663311, P0012                , 2025-09-08T20:39:06Z,              1, 7D_SURVEY_REMINDER_3  , SMS             , p0012@example.org, Succeeded ,                  , 
6882d01f-d90c-4d57-89f1-f1bcf8663311, P0012                , 2025-09-29T20:39:06Z,              1, 1M_SURVEY_REMINDER_1  , Push            , p0012@example.org, Succeeded ,                  , 
6882d01f-d90c-4d57-89f1-f1bcf8663311, P0012                , 2025-11-28T21:39:06Z,              5, 3M_SURVEY_REMINDER_1  , Push            , p0012@example.org, Succeeded ,                  , 
6882d01f-d90c-4d57-89f1-f1bcf8663311, P0012                , 2025-11-29T21:39:06Z,              4, 3M_SURVEY_REMINDER_2  , Push            , p0012@example.org, Succeeded ,                  , 
6882d01f-d90c-4d57-89f1-f1bcf8663311, P0012                , 2025-11-30T21:39:06Z,              1, 3M_SURVEY_REMINDER_3  , Push            , p0012@example.org, Succeeded ,                  , 
6882d01f-d90c-4d57-89f1-f1bcf8663311, P0012                , 2026-01-29T21:39:06Z,              1, 4_6M_SURVEY_REMINDER_1, Email           , p0012@example.org, Succeeded ,                  , 
10a375d1-9c4e-420c-8d06-ea850e2a12f5, P0013                , 2025-08-05T15:30:21Z,              2, 24H_SURVEY_REMINDER_1 , SMS             , p0013@example.org, Succeeded ,                  , 
10a375d1-9c4e-420c-8d06-ea850e2a12f5, P0013                , 2025-08-12T15:30:21Z,              5, 7D_SURVEY_REMINDER_1  , Email           , p0013@example.org, Succeeded ,                  , 
10a375d1-9c4e-420c-8d06-ea850e2a12f5, P0013                , 2025-09-04T15:30:21Z,              2, 1M_SURVEY_REMINDER_1  , SMS             , p0013@example.org, Succeeded ,                  , 
10a375d1-9c4e-420c-8d06-ea850e2a12f5, P0013                , 2025-09-05T15:30:21Z,              3, 1M_SURVEY_REMINDER_2  , SMS             , p0013@example.org, Succeeded ,                  , 
10a375d1-9c4e-420c-8d06-ea850e2a12f5, P0013                , 2025-11-03T16:30:21Z,              3, 3M_SURVEY_REMINDER_1  , Email           , p0013@example.org, Succeeded ,                  , 
10a375d1-9c4e-420c-8d06-ea850e2a12f5, P0013                , 2025-12-20T16:30:21Z,              1, 4_6M_SURVEY_REMINDER_1, Push            , p0013@example.org, Succeeded ,                  , 
10a375d1-9c4e-420c-8d06-ea850e2a12f5, P0013                , 2025-12-21T16:30:21Z,              3, 4_6M_SURVEY_REMINDER_2, Push            , p0013@example.org, Succeeded ,                  , 
8434845c-17e7-4b22-a978-871a0fc78650, P0014                , 2025-06-13T20:24:55Z,              1, 24H_SURVEY_REMINDER_1 , Push            , p0014@example.org, Succeeded ,                  , 
8434845c-17e7-4b22-a978-871a0fc78650, P0014                , 2025-06-14T20:24:55Z,              5, 24H_SURVEY_REMINDER_2 , Push            , p0014@example.org, Succeeded ,                  , 
8434845c-17e7-4b22-a978-871a0fc78650, P0014                , 2025-06-20T20:24:55Z,              3, 7D_SURVEY_REMINDER_1  , Email           , p0014@example.org, Succeeded ,                  , 
8434845c-17e7-4b22-a978-871a0fc78650, P0014                , 2025-07-13T20:24:55Z,              2, 1M_SURVEY_REMINDER_1  , Email           , p0014@example.org, Succeeded ,                  , 
8434845c-17e7-4b22-a978-871a0fc78650, P0014                , 2025-09-11T20:24:55Z,              3, 3M_SURVEY_REMINDER_1  , SMS             , p0014@example.org, Succeeded ,                  , 
8434845c-17e7-4b22-a978-871a0fc78650, P0014                , 2025-09-12T20:24:55Z,              2, 3M_SURVEY_REMINDER_2  , SMS             , p0014@example.org, Succeeded ,                  , 
8434845c-17e7-4b22-a978-871a0fc78650, P0014                , 2025-11-06T21:24:55Z,              2, 4_6M_SURVEY_REMINDER_1, Push            , p0014@example.org, Succeeded ,                  , 
8434845c-17e7-4b22-a978-871a0fc78650, P0014                , 2025-11-07T21:24:55Z,              4, 4_6M_SURVEY_REMINDER_2, Push            , p0014@example.org, Succeeded ,                  , 
cde65350-2071-4aef-9a72-fd723453bee9, P0015                , 2025-11-01T17:34:08Z,              4, 24H_SURVEY_REMINDER_1 , SMS             , p0015@example.org, Succeeded ,                  , 
cde65350-2071-4aef-9a72-fd723453bee9, P0015                , 2025-11-08T18:34:08Z,              3, 7D_SURVEY_REMINDER_1  , Email           , p0015@example.org, Succeeded ,                  , 
cde65350-2071-4aef-9a72-fd723453bee9, P0015                , 2025-11-09T18:34:08Z,              1, 7D_SURVEY_REMINDER_2  , Email           , p0015@example.org, Succeeded ,                  , 
cde65350-2071-4aef-9a72-fd723453bee9, P0015                , 2025-12-01T18:34:08Z,              2, 1M_SURVEY_REMINDER_1  , Push            , p0015@example.org, Succeeded ,                  , 
cde65350-2071-4aef-9a72-fd723453bee9, P0015                , 2026-01-30T18:34:08Z,              5, 3M_SURVEY_REMINDER_1  , Push            , p0015@example.org, Succeeded ,                  , 
cde65350-2071-4aef-9a72-fd723453bee9, P0015                , 2026-04-01T17:34:08Z,              4, 4_6M_SURVEY_REMINDER_1, Email           , p0015@example.org, Succeeded ,                  , 
cde65350-2071-4aef-9a72-fd723453bee9, P0015                , 2026-04-02T17:34:08Z,              2, 4_6M_SURVEY_REMINDER_2, Email           , p0015@example.org, Succeeded ,                  , 
2b0db1cd-a9a9-4812-afcb-008cc97fc13b, P0016                , 2025-08-11T20:43:41Z,              3, 24H_SURVEY_REMINDER_1 , SMS             , p0016@example.org, Succeeded ,                  , 
2b0db1cd-a9a9-4812-afcb-008cc97fc13b, P0016                , 2025-08-18T20:43:41Z,              4, 7D_SURVEY_REMINDER_1  , Email           , p0016@example.org, Succeeded ,                  , 
2b0db1cd-a9a9-4812-afcb-008cc97fc13b, P0016                , 2025-09-10T20:43:41Z,              2, 1M_SURVEY_REMINDER_1  , Email           , p0016@example.org, Succeeded ,                  , 
2b0db1cd-a9a9-4812-afcb-008cc97fc13b, P0016                , 2025-11-09T21:43:41Z,              2, 3M_SURVEY_REMINDER_1  , SMS             , p0016@example.org, Succeeded ,                  , 
2b0db1cd-a9a9-4812-afcb-008cc97fc13b, P0016                , 2026-01-14T21:43:41Z,              5, 4_6M_SURVEY_REMINDER_1, Email           , p0016@example.org, Succeeded ,                  , 
2b0db1cd-a9a9-4812-afcb-008cc97fc13b, P0016                , 2026-01-15T21:43:41Z,              3, 4_6M_SURVEY_REMINDER_2, Email           , p0016@example.org, Succeeded ,                  , 
2b0db1cd-a9a9-4812-afcb-008cc97fc13b, P0016                , 2026-01-16T21:43:41Z,              3, 4_6M_SURVEY_REMINDER_3, Email           , p0016@example.org, Succeeded ,                  , 
6c378f1f-d517-4132-b938-210c98b9c7eb, P0017                , 2025-08-02T05:58:22Z,              5, 24H_SURVEY_REMINDER_1 , Push            , p0017@example.org, Succeeded ,                  , 
6c378f1f-d517-4132-b938-210c98b9c7eb, P0017                , 2025-08-09T05:58:22Z,              4, 7D_SURVEY_REMINDER_1  , Email           , p0017@example.org, Succeeded ,                  , 
6c378f1f-d517-4132-b938-210c98b9c7eb, P0017                , 2025-09-01T05:58:22Z,              3, 1M_SURVEY_REMINDER_1  , Email           , p0017@example.org, Succeeded ,                  , 
6c378f1f-d517-4132-b938-210c98b9c7eb, P0017                , 2025-09-02T05:58:22Z,              1, 1M_SURVEY_REMINDER_2  , Email           , p0017@example.org, Succeeded ,                  , 
6c378f1f-d517-4132-b938-210c98b9c7eb, P0017                , 2025-10-31T05:58:22Z,              5, 3M_SURVEY_REMINDER_1  , Email           , p0017@example.org, Succeeded ,                  , 
6c378f1f-d517-4132-b938-210c98b9c7eb, P0017                , 2025-11-01T05:58:22Z,              4, 3M_SURVEY_REMINDER_2  , Email           , p0017@example.org, Succeeded ,                  , 
6c378f1f-d517-4132-b938-210c98b9c7eb, P0017                , 2026-01-13T06:58:22Z,              4, 4_6M_SURVEY_REMINDER_1, Email           , p0017@example.org, Succeeded ,                  , 
9a71b9e0-c6fe-47b5-a869-dee80fbaec78, P0018                , 2025-11-24T16:45:11Z,              1, 24H_SURVEY_REMINDER_1 , Email           , p0018@example.org, Succeeded ,                  , 
9a71b9e0-c6fe-47b5-a869-dee80fbaec78, P0018                , 2025-12-01T16:45:11Z,              3, 7D_SURVEY_REMINDER_1  , Push            , p0018@example.org, Succeeded ,                  , 
9a71b9e0-c6fe-47b5-a869-dee80fbaec78, P0018                , 2025-12-02T16:45:11Z,              5, 7D_SURVEY_REMINDER_2  , Push            , p0018@example.org, Succeeded ,                  , 
9a71b9e0-c6fe-47b5-a869-dee80fbaec78, P0018                , 2025-12-03T16:45:11Z,              5, 7D_SURVEY_REMINDER_3  , Push            , p0018@example.org, Succeeded ,                  , 
9a71b9e0-c6fe-47b5-a869-dee80fbaec78, P0018                , 2025-12-24T16:45:11Z,              4, 1M_SURVEY_REMINDER_1  , SMS             , p0018@example.org, Succeeded ,                  , 
9a71b9e0-c6fe-47b5-a869-dee80fbaec78, P0018                , 2026-02-22T16:45:11Z,              3, 3M_SURVEY_REMINDER_1  , Push            , p0018@example.org, Succeeded ,                  , 
9a71b9e0-c6fe-47b5-a869-dee80fbaec78, P0018                , 2026-04-10T15:45:11Z,              3, 4_6M_SURVEY_REMINDER_1, Email           , p0018@example.org, Succeeded ,                  , 
b92ee448-1c12-4f3a-9aa2-af411806f2e4, P0019                , 2025-10-12T05:07:00Z,              2, 24H_SURVEY_REMINDER_1 , Email           , p0019@example.org, Succeeded ,                  , 
b92ee448-1c12-4f3a-9aa2-af411806f2e4, P0019                , 2025-10-19T05:07:00Z,              3, 7D_SURVEY_REMINDER_1  , Push            , p0019@example.org, Succeeded ,                  , 
b92ee448-1c12-4f3a-9aa2-af411806f2e4, P0019                , 2025-11-11T06:07:00Z,              2, 1M_SURVEY_REMINDER_1  , Email           , p0019@example.org, Succeeded ,                  , 
b92ee448-1c12-4f3a-9aa2-af411806f2e4, P0019                , 2025-11-12T06:07:00Z,              4, 1M_SURVEY_REMINDER_2  , Email           , p0019@example.org, Succeeded ,                  , 
b92ee448-1c12-4f3a-9aa2-af411806f2e4, P0019                , 2026-01-10T06:07:00Z,              1, 3M_SURVEY_REMINDER_1  , Email           , p0019@example.org, Succeeded ,                  , 
b92ee448-1c12-4f3a-9aa2-af411806f2e4, P0019                , 2026-04-10T05:07:00Z,              4, 4_6M_SURVEY_REMINDER_1, Email           , p0019@example.org, Succeeded ,                  , 
b92ee448-1c12-4f3a-9aa2-af411806f2e4, P0019                , 2026-04-11T05:07:00Z,              3, 4_6M_SURVEY_REMINDER_2, Email           , p0019@example.org, Succeeded ,                  , 
f88e1fc2-6b27-46dd-bdfc-81333342f20a, P0020                , 2025-10-30T02:10:51Z,              1, 24H_SURVEY_REMINDER_1 , Email           , p0020@example.org, Succeeded ,                  , 
