ParticipantID                       , ParticipantIdentifier, MessageID                           , EmailType, TemplateName          , ToEmailAddress   , SenderEmailAddress    , ContentVersion, Subject        , ClickTimestamp      , ClickUserAgent                                        , ClickIPAddress, ClickLink                 , ClickLinkTags
8434845c-17e7-4b22-a978-871a0fc78650, P0014                , 3bd8eae6-3f11-4ce4-aa27-2d82362cca51, Reminder , 7D_SURVEY_REMINDER_1  , p0014@example.org, study-team@example.org,              3, Survey reminder, 2025-06-21T06:19:55Z, Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2)          , 10.24.18.11   , https://example.org/survey, "survey,reminder"
cde65350-2071-4aef-9a72-fd723453bee9, P0015                , e4a80357-299a-4a1b-b9d9-29069117eddf, Reminder , 7D_SURVEY_REMINDER_1  , p0015@example.org, study-team@example.org,              5, Survey reminder, 2025-11-09T06:26:08Z, Mozilla/5.0 (Linux; Android 14; Pixel 8)              , 10.24.18.12   , https://example.org/survey, "survey,reminder"
cde65350-2071-4aef-9a72-fd723453bee9, P0015                , c08e9d5d-f1dd-4493-add0-a1ba00b3d9e8, Reminder , 7D_SURVEY_REMINDER_2  , p0015@example.org, study-team@example.org,              4, Survey reminder, 2025-11-10T03:48:08Z, Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X), 10.24.18.12   , https://example.org/survey, "survey,reminder"
cde65350-2071-4aef-9a72-fd723453bee9, P0015                , 7ef8195f-a605-43d5-8219-8262910660d2, Reminder , 4_6M_SURVEY_REMINDER_2, p0015@example.org, study-team@example.org,              1, Survey reminder, 2026-04-03T03:24:08Z, Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X), 10.24.18.12   , https://example.org/survey, "survey,reminder"
2b0db1cd-a9a9-4812-afcb-008cc97fc13b, P0016                , e94bffb1-6886-45c5-8b24-b6988f7502f5, Reminder , 7D_SURVEY_REMINDER_1  , p0016@example.org, study-team@example.org,              3, Survey reminder, 2025-08-19T11:33:41Z, Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X), 10.24.18.11   , https://example.org/survey, "survey,reminder"
6c378f1f-d517-4132-b938-210c98b9c7eb, P0017                , 106dec72-cf99-4406-b995-29be0d944d7e, Reminder , 1M_SURVEY_REMINDER_2  , p0017@example.org, study-team@example.org,              2, Survey reminder, 2025-09-02T19:41:22Z, Mozilla/5.0 (Linux; Android 14; Pixel 8)              , 10.24.18.12   , https://example.org/survey, "survey,reminder"
b92ee448-1c12-4f3a-9aa2-af411806f2e4, P0019                , 951fa4a1-8f29-4dde-bfc1-12b358856e1a, Reminder , 24H_SURVEY_REMINDER_1 , p0019@example.org, study-team@example.org,              1, Survey reminder, 2025-10-12T12:22:00Z, Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2)          , 10.24.18.13   , https://example.org/survey, "survey,reminder"
b92ee448-1c12-4f3a-9aa2-af411806f2e4, P0019                , 6a7481d1-71b9-4be7-a45a-f76500842d13, Reminder , 3M_SURVEY_REMINDER_1  , p0019@example.org, study-team@example.org,              3, Survey reminder, 2026-01-10T06:53:00Z, Mozilla/5.0 (Linux; Android 14; Pixel 8)              , 10.24.18.11   , https://example.org/survey, "survey,reminder"
b92ee448-1c12-4f3a-9aa2-af411806f2e4, P0019                , 507a2a38-170d-4b06-8a78-5eda6032efeb, Reminder , 4_6M_SURVEY_REMINDER_1, p0019@example.org, study-team@example.org,              4, Survey reminder, 2026-04-10T12:15:00Z, Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X), 10.24.18.13   , https://example.org/survey, "survey,reminder"
f47cb7ce-d8be-490a-bab0-93db17d4148a, P0023                , ed7ebdbd-6299-47c0-9746-d1124b230639, Reminder , 7D_SURVEY_REMINDER_3  , p0023@example.org, study-team@example.org,              5, Survey reminder, 2025-10-29T08:27:09Z, Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X), 10.24.18.11   , https://example.org/survey, "survey,reminder"
730bdf06-493d-4b85-a64e-88d3270cea5f, P0024                , d0be2740-9ca6-4a18-bfe0-382f29f8f3eb, Reminder , 7D_SURVEY_REMINDER_1  , p0024@example.org, study-team@example.org,              2, Survey reminder, 2025-11-05T08:26:37Z, Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2)          , 10.24.18.13   , https://example.org/survey, "survey,reminder"
730bdf06-493d-4b85-a64e-88d3270cea5f, P0024                , 4a8c4b48-d2e7-4cb1-b9e2-3d3f95e6bf3e, Reminder , 7D_SURVEY_REMINDER_2  , p0024@example.org, study-team@example.org,              4, Survey reminder, 2025-11-06T05:21:37Z, Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X), 10.24.18.11   , https://example.org/survey, "survey,reminder"
730bdf06-493d-4b85-a64e-88d3270cea5f, P0024                , 908ec7bc-2d13-46af-9c5d-7c75c0f7310f, Reminder , 7D_SURVEY_REMINDER_3  , p0024@example.org, study-team@example.org,              4, Survey reminder, 2025-11-06T21:28:37Z, Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X), 10.24.18.12   , https://example.org/survey, "survey,reminder"
2423fe9e-5326-4109-841d-7d9c49eb029c, P0025                , f6d675f3-0a0d-4cc8-937d-f3bd36e94dff, Reminder , 24H_SURVEY_REMINDER_1 , p0025@example.org, study-team@example.org,              5, Survey reminder, 2025-08-17T15:05:13Z, Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X), 10.24.18.11   , https://example.org/survey, "survey,reminder"
2423fe9e-5326-4109-841d-7d9c49eb029c, P0025                , f91abe8d-03fb-45a0-bac8-73a3c66997b3, Reminder , 3M_SURVEY_REMINDER_1  , p0025@example.org, study-team@example.org,              3, Survey reminder, 2025-11-15T13:02:13Z, Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X), 10.24.18.13   , https://example.org/survey, "survey,reminder"
2423fe9e-5326-4109-841d-7d9c49eb029c, P0025                , 3d260a2a-1f83-401a-a216-dfa850dfab6c, Reminder , 3M_SURVEY_REMINDER_2  , p0025@example.org, study-team@example.org,              1, Survey reminder, 2025-11-16T12:44:13Z, Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X), 10.24.18.13   , https://example.org/survey, "survey,reminder"
bb3f171c-a669-43d8-95e6-aae323f68bc3, P0026                , 76c0925e-20a5-4d6a-ac18-837a82e9e0b4, Reminder , 24H_SURVEY_REMINDER_1 , p0026@example.org, study-team@example.org,              4, Survey reminder, 2025-06-21T20:52:12Z, Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2)          , 10.24.18.12   , https://example.org/survey, "survey,reminder"
bb3f171c-a669-43d8-95e6-aae323f68bc3, P0026                , 3f6852aa-faa1-48a8-8b59-2b95c4713a71, Reminder , 1M_SURVEY_REMINDER_1  , p0026@example.org, study-team@example.org,              2, Survey reminder, 2025-07-22T03:58:12Z, Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X), 10.24.18.13   , https://example.org/survey, "survey,reminder"
93473430-9409-4797-93e3-5609dc03d883, P0027                , cc8edebd-083b-4832-8306-47b4cb770c42, Reminder , 1M_SURVEY_REMINDER_2  , p0027@example.org, study-team@example.org,              2, Survey reminder, 2025-05-06T05:05:51Z, Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X), 10.24.18.13   , https://example.org/survey, "survey,reminder"
e4bfd8bb-a560-43af-a1d8-78eb0815157e, P0029                , 060967b6-85a7-4e76-8a68-ebb38ae94103, Reminder , 1M_SURVEY_REMINDER_1  , p0029@example.org, study-team@example.org,              4, Survey reminder, 2025-09-27T11:56:55Z, Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2)          , 10.24.18.11   , https://example.org/survey, "survey,reminder"
c5685835-4d66-4fc0-85ae-41bb9498ad2f, P0030                , fd0cd3a9-e11c-4924-9ef5-6d2b8fc72ce3, Reminder , 4_6M_SURVEY_REMINDER_1, p0030@example.org, study-team@example.org,              3, Survey reminder, 2025-07-06T23:04:56Z, Mozilla/5.0 (Linux; Android 14; Pixel 8)              , 10.24.18.13   , https://example.org/survey, "survey,reminder"
52e3c972-520b-44a1-9d6e-d81e47cc6e9d, P0035                , d94018f5-333a-4b47-ab35-8b3c8e97404a, Reminder , 1M_SURVEY_REMINDER_1  , p0035@example.org, study-team@example.org,              2, Survey reminder, 2025-07-25T05:34:12Z, Mozilla/5.0 (Linux; Android 14; Pixel 8)              , 10.24.18.13   , https://example.org/survey, "survey,reminder"
52e3c972-520b-44a1-9d6e-d81e47cc6e9d, P0035                , bb252dc4-b822-4d60-8e2c-83289e891b25, Reminder , 4_6M_SURVEY_REMINDER_2, p0035@example.org, study-team@example.org,              1, Survey reminder, 2025-10-31T10:01:12Z, Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X), 10.24.18.12   , https://example.org/survey, "survey,reminder"
52e3c972-520b-44a1-9d6e-d81e47cc6e9d, P0035                , b5519913-f44a-47ca-b111-5cc8488616c2, Reminder , 4_6M_SURVEY_REMINDER_3, p0035@example.org, study-team@example.org,              1, Survey reminder, 2025-11-01T04:44:12Z, Mozilla/5.0 (Linux; Android 14; Pixel 8)              , 10.24.18.12   , https://example.org/survey, "survey,reminder"
e879626b-5207-449f-975f-ac255e6d4489, P0036                , 619d2e15-3404-41d1-8090-b4532c4a1f49, Reminder , 24H_SURVEY_REMINDER_2 , p0036@example.org, study-team@example.org,              1, Survey reminder, 2025-01-07T15:27:01Z, Mozilla/5.0 (Linux; Android 14; Pixel 8)              , 10.24.18.12   , https://example.org/survey, "survey,reminder"
ac61297c-ea06-4815-8161-cdfdae444f80, P0038                , aab18b42-70ce-4ca8-9968-619bcf5b1ff8, Reminder , 4_6M_SURVEY_REMINDER_1, p0038@example.org, study-team@example.org,              5, Survey reminder, 2026-05-07T19:30:00Z, Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X), 10.24.18.12   , https://example.org/survey, "survey,reminder"
ac61297c-ea06-4815-8161-cdfdae444f80, P0038                , b0d5b2f2-a959-4415-8bda-810ec3afa22f, Reminder , 4_6M_SURVEY_REMINDER_2, p0038@example.org, study-team@example.org,              4, Survey reminder, 2026-05-08T23:35:00Z, Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2)          , 10.24.18.13   , https://example.org/survey, "survey,reminder"
0107f88a-cd7f-4218-a820-5d9abbc458f8, P0041                , 44eb5cc9-1cff-439e-9735-ba0cae81d2ab, Reminder , 7D_SURVEY_REMINDER_1  , p0041@example.org, study-team@example.org,              5, Survey reminder, 2025-09-29T19:48:50Z, Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X), 10.24.18.12   , https://example.org/survey, "survey,reminder"
0107f88a-cd7f-4218-a820-5d9abbc458f8, P0041                , 0eb40ed7-f822-4c36-8e9c-ba11d5d2a6ac, Reminder , 7D_SURVEY_REMINDER_2  , p0041@example.org, study-team@example.org,              1, Survey reminder, 2025-09-30T20:05:50Z, Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X), 10.24.18.11   , https://example.org/survey, "survey,reminder"
0107f88a-cd7f-4218-a820-5d9abbc458f8, P0041                , 3340aff8-2f96-445a-9fb4-8893968b5615, Reminder , 3M_SURVEY_REMINDER_1  , p0041@example.org, study-team@example.org,              4, Survey reminder, 2025-12-21T10:37:50Z, Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X), 10.24.18.13   , https://example.org/survey, "survey,reminder"
0107f88a-cd7f-4218-a820-5d9abbc458f8, P0041                , a04344a8-22a0-4a7b-9b4c-c1f6fe87af97, Reminder , 3M_SURVEY_REMINDER_3  , p0041@example.org, study-team@example.org,              2, Survey reminder, 2025-12-23T20:08:50Z, Mozilla/5.0 (Linux; Android 14; Pixel 8)              , 10.24.18.12   , https://example.org/survey, "survey,reminder"
32551c80-b925-417b-93a3-8d72e2de213a, P0042                , 72ba1ed4-8dd6-4d08-a058-1389413dc05b, Reminder , 4_6M_SURVEY_REMINDER_2, p0042@example.org, study-team@example.org,              4, Survey reminder, 2025-10-27T18:26:54Z, Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X), 10.24.18.13   , https://example.org/survey, "survey,reminder"
923a24f4-8a15-4e89-9006-8e949e073d65, P0046                , 632451d4-8c3a-4bcc-9aa2-ae0a051f5b4b, Reminder , 24H_SURVEY_REMINDER_2 , p0046@example.org, study-team@example.org,              3, Survey reminder, 2025-05-17T13:46:21Z, Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2)          , 10.24.18.11   , https://example.org/survey, "survey,reminder"
734601b9-87ac-42e7-bdda-8db4221b4f48, P0047                , b883f77d-443f-4d66-97a4-56513279fb41, Reminder , 24H_SURVEY_REMINDER_1 , p0047@example.org, study-team@example.org,              5, Survey reminder, 2025-12-28T11:01:54Z, Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X), 10.24.18.13   , https://example.org/survey, "survey,reminder"
734601b9-87ac-42e7-bdda-8db4221b4f48, P0047                , 8a3fe5b1-eff5-4f17-852d-8bb88f53624d, Reminder , 24H_SURVEY_REMINDER_2 , p0047@example.org, study-team@example.org,              4, Survey reminder, 2025-12-29T16:18:54Z, Mozilla/5.0 (Linux; Android 14; Pixel 8)              , 10.24.18.12   , https://example.org/survey, "survey,reminder"
734601b9-87ac-42e7-bdda-8db4221b4f48, P0047                , ec8a5f09-bf23-4ab0-8e87-71596f427847, Reminder , 7D_SURVEY_REMINDER_1  , p0047@example.org, study-team@example.org,              2, Survey reminder, 2026-01-04T18:49:54Z, Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X), 10.24.18.13   , https://example.org/survey, "survey,reminder"
734601b9-87ac-42e7-bdda-8db4221b4f48, P0047                , bd1118b9-3018-4991-a357-e248f6e818d3, Reminder , 3M_SURVEY_REMINDER_1  , p0047@example.org, study-team@example.org,              5, Survey reminder, 2026-03-28T11:03:54Z, Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X), 10.24.18.13   , https://example.org/survey, "survey,reminder"
734601b9-87ac-42e7-bdda-8db4221b4f48, P0047                , a61c5207-248e-4aa1-8799-6988f44c7cf2, Reminder , 3M_SURVEY_REMINDER_3  , p0047@example.org, study-team@example.org,              3, Survey reminder, 2026-03-30T19:55:54Z, Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X), 10.24.18.12   , https://example.org/survey, "survey,reminder"
ed0116e6-3f3a-481a-9bad-8b30f9ddfc07, P0050                , 7f2cbb5b-4ed4-49ec-b097-6cd1ccc45a99, Reminder , 7D_SURVEY_REMINDER_1  , p0050@example.org, study-team@example.org,              4, Survey reminder, 2025-06-03T18:38:05Z, Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2)          , 10.24.18.13   , https://example.org/survey, "survey,reminder"
ed0116e6-3f3a-481a-9bad-8b30f9ddfc07, P0050                , 312f9f3e-174a-42b2-87a8-d5f8c0d95648, Reminder , 4_6M_SURVEY_REMINDER_1, p0050@example.org, study-team@example.org,              3, Survey reminder, 2025-11-17T22:56:05Z, Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X), 10.24.18.11   , https://example.org/survey, "survey,reminder"
ed0116e6-3f3a-481a-9bad-8b30f9ddfc07, P0050                , a131f145-5ebf-462b-97b1-230d66859eb6, Reminder , 4_6M_SURVEY_REMINDER_2, p0050@example.org, study-team@example.org,              1, Survey reminder, 2025-11-19T03:47:05Z, Mozilla/5.0 (Linux; Android 14; Pixel 8)              , 10.24.18.12   , https://example.org/survey, "survey,reminder"
8175a901-94c1-413c-9a52-e0e035e3bbb6, P0051                , f34d3d73-e2b0-4229-b385-d8aad0473c43, Reminder , 7D_SURVEY_REMINDER_1  , p0051@example.org, study-team@example.org,              2, Survey reminder, 2025-10-25T15:47:36Z, Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2)          , 10.24.18.12   , https://example.org/survey, "survey,reminder"
8175a901-94c1-413c-9a52-e0e035e3bbb6, P0051                , b09033f2-19b1-4fd3-b3a6-b65edee81cea, Reminder , 7D_SURVEY_REMINDER_2  , p0051@example.org, study-team@example.org,              5, Survey reminder, 2025-10-26T14:21:36Z, Mozilla/5.0 (Linux; Android 14; Pixel 8)              , 10.24.18.12   , https://example.org/survey, "survey,reminder"
0aabec2d-112b-49e6-9422-0e839970ba2e, P0052                , 0935818a-7bcd-481c-b5eb-90468720b8c7, Reminder , 1M_SURVEY_REMINDER_1  , p0052@example.org, study-team@example.org,              3, Survey reminder, 2025-08-19T05:43:58Z, Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2)          , 10.24.18.11   , https://example.org/survey, "survey,reminder"
5e6a48b4-9968-4faa-9d32-d20f2ab32b9a, P0053                , 47236efc-e40b-44a9-910e-e3a44e7a9ec3, Reminder , 24H_SURVEY_REMINDER_2 , p0053@example.org, study-team@example.org,              2, Survey reminder, 2025-09-07T17:41:27Z, Mozilla/5.0 (Linux; Android 14; Pixel 8)              , 10.24.18.11   , https://example.org/survey, "survey,reminder"
5e6a48b4-9968-4faa-9d32-d20f2ab32b9a, P0053                , 2c8bf7f0-ec5e-4bdd-b80e-9d116409e4f0, Reminder , 1M_SURVEY_REMINDER_3  , p0053@example.org, study-team@example.org,              3, Survey reminder, 2025-10-08T10:02:27Z, Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2)          , 10.24.18.11   , https://example.org/survey, "survey,reminder"
c939b3f0-0501-4ca2-aa7c-791b92f90114, P0055                , 06edba22-6c16-49bb-9858-d9ab1b5b2570, Reminder , 7D_SURVEY_REMINDER_1  , p0055@example.org, study-team@example.org,              3, Survey reminder, 2025-10-16T08:45:31Z, Mozilla/5.0 (Linux; Android 14; Pixel 8)              , 10.24.18.12   , https://example.org/survey, "survey,reminder"
c939b3f0-0501-4ca2-aa7c-791b92f90114, P0055                , 16fa6765-c832-4ce5-8617-97b1f0d5972b, Reminder , 1M_SURVEY_REMINDER_1  , p0055@example.org, study-team@example.org,              1, Survey reminder, 2025-11-08T19:08:31Z, Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X), 10.24.18.12   , https://example.org/survey, "survey,reminder"
c0b1fe99-5409-43d4-ae74-ae3291b40a6b, P0057                , 3ef5e41f-36dd-4a08-bac9-93551d5e94ee, Reminder , 7D_SURVEY_REMINDER_1  , p0057@example.org, study-team@example.org,              5, Survey reminder, 2025-02-12T23:05:17Z, Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2)          , 10.24.18.13   , https://example.org/survey, "survey,reminder"
a21c107c-0028-4277-8e30-65833e01e54d, P0058                , 8abbc48c-4428-4f93-82f0-20bcf3b22af8, Reminder , 24H_SURVEY_REMINDER_1 , p0058@example.org, study-team@example.org,              1, Survey reminder, 2025-08-06T09:20:56Z, Mozilla/5.0 (Linux; Android 14; Pixel 8)              , 10.24.18.13   , https://example.org/survey, "survey,reminder"
a21c107c-0028-4277-8e30-65833e01e54d, P0058                , 4b63ed65-09f3-460d-ab24-16800a61d8b8, Reminder , 24H_SURVEY_REMINDER_2 , p0058@example.org, study-team@example.org,              5, Survey reminder, 2025-08-07T14:13:56Z, Mozilla/5.0 (iPhone; CPU iPhone OS 17_5 like Mac OS X), 10.24.18.12   , https://example.org/survey, "survey,reminder"
a21c107c-0028-4277-8e30-65833e01e54d, P0058                , 650a156c-6d04-474a-9116-3ef314e90030, Reminder , 7D_SURVEY_REMINDER_1  , p0058@example.org, study-team@example.org,              4, Survey reminder, 2025-08-13T14:12:56Z, Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2)          , 10.24.18.11   , https://example.org/survey, "survey,reminder"
a21c107c-0028-4277-8e30-65833e01e54d, P0058                , 6d62d542-4277-40c5-b419-ba5afc949546, Reminder , 7D_SURVEY_REMINDER_2  , p0058@example.org, study-team@example.org,              5, Survey reminder, 2025-08-14T06:13:56Z, Mozilla/5.0 (Linux; Android 14; Pixel 8)              , 10.24.18.11   , https://example.org/survey, "survey,reminder"
bb737c14-c512-43d5-84a5-b8faaa5a05da, P0061                , 78208f28-de92-42db-9bd3-7c40aef73062, Reminder , 3M_SURVEY_REMINDER_1  , p0061@example.org, study-team@example.org,              4, Survey reminder, 2025-07-22T09:01:39Z, Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2)          , 10.24.18.11   , https://example.org/survey, "survey,reminder"
ebb28622-1607-4d77-b6f0-d99d03f87626, P0064                , c042ccfe-9922-4e51-a5a2-779349d3bbb3, Reminder , 7D_SURVEY_REMINDER_1  , p0064@example.org, study-team@example.org,              4, Survey reminder, 2025-12-15T02:26:14Z, Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2)          , 10.24.18.13   , https://example.org/survey, "survey,reminder"
ebb28622-1607-4d77-b6f0-d99d03f87626, P0064                , 7751db3d-0812-4002-8bed-583def3f198c, Reminder , 3M_SURVEY_REMINDER_1  , p0064@example.org, study-team@example.org,              3, Survey reminder, 2026-03-08T06:33:14Z, Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2)          , 10.24.18.12   , https://example.org/survey, "survey,reminder"
5a5a2141-8c92-4bb7-9414-da635505f423, P0067                , 14c2fbcf-2b66-4274-a2f9-6828ca557cfc, Reminder , 1M_SURVEY_REMINDER_1  , p0067@example.org, study-team@example.org,              1, Survey reminder, 2025-11-06T00:30:30Z, Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2)          , 10.24.18.11   , https://example.org/survey, "survey,reminder"
bf7cc898-96e6-4591-97d7-3259531f0936, P0070                , a1933054-7578-474b-9583-afba8de30cbb, Reminder , 7D_SURVEY_REMINDER_1  , p0070@example.org, study-team@example.org,              4, Survey reminder, 2025-01-18T10:31:13Z, Mozilla/5.0 (Linux; Android 14; Pixel 8)              , 10.24.18.13   , https://example.org/survey, "survey,reminder"
bf7cc898-96e6-4591-97d7-3259531f0936, P0070                , 8e99e363-9a5d-4e48-9e4c-fe9b4ded35c7, Reminder , 1M_SURVEY_REMINDER_1  , p0070@example.org, study-team@example.org,              5, Survey reminder, 2025-02-10T04:39:13Z, Mozilla/5.0 (Linux; Android 14; Pixel 8)              , 10.24.18.12   , https://example.org/survey, "survey,reminder"
bf7cc898-96e6-4591-97d7-3259531f0936, P0070                , a6e77ced-68d7-4cab-bd7c-3b7876fd09e4, Reminder , 1M_SURVEY_REMINDER_2  , p0070@example.org, study-team@example.org,              1, Survey reminder, 2025-02-11T05:37:13Z, Mozilla/5.0 (Linux; Android 14; Pixel 8)              , 10.24.18.12   , https://example.org/survey, "survey,reminder"
